timestamp,NO2,O3,PM10,temperature,humidity,noise
2024-01-01 00:00:00,30.655963018184142,46.70441161302697,26.68697980226991,9.874190918423709,65.65461026748756,58.600626894065044
2024-01-01 01:00:00,30.228849204052196,49.46751591012242,29.745995284558592,9.731847243582843,64.28241460449814,50.948246237351405
2024-01-01 02:00:00,36.38039637135408,48.236170640566684,26.640503928218074,8.370804321476918,64.83817690682635,42.6140318580228
2024-01-01 03:00:00,40.79476527847771,48.14189931703302,28.540050591952298,11.198266552073685,64.25198139255885,40.93905230023799
2024-01-01 04:00:00,49.75090017345355,40.8099178898091,28.315560084208705,11.05531548645199,59.72783868263335,36.24885162480766
2024-01-01 05:00:00,48.90627962516926,45.85074577926223,22.80019792385438,13.659747116503485,54.926815111169006,41.02462720884359
2024-01-01 06:00:00,57.86814840549209,37.212010373724866,30.41974073520264,11.28225347446945,48.67558103994211,39.552807899357006
2024-01-01 07:00:00,43.86432761484034,41.39598504983238,22.2741964586721,11.669587512336868,49.02468648632688,41.01985319455928
2024-01-01 08:00:00,41.557963677931674,31.350773353035947,22.257918511333028,9.156620471876396,46.23166404111514,35.609753535412445
2024-01-01 09:00:00,41.20821256354304,34.24996462010177,28.982132247467284,9.552590046953112,28.564083426703494,40.68715257243575
2024-01-01 10:00:00,44.26828615297975,36.18234338727876,37.25659306455203,7.674798943951977,22.74450676083572,36.16833259644074
2024-01-01 11:00:00,31.764879899194764,28.404894255908946,33.28238919647373,10.414759269336566,35.65446420308965,43.1577743929011
2024-01-01 12:00:00,36.054456097099326,26.69196819354986,19.025393330792483,11.288037631207867,34.31012664978227,37.75666779587671
2024-01-01 13:00:00,28.240300829144108,25.071779811017233,25.42329053992692,10.52841935312016,35.65262076006009,38.13706372032258
2024-01-01 14:00:00,12.190288503931896,30.97659155179967,30.050352540927662,7.575778141620971,31.649566622857535,36.662523371606504
2024-01-01 15:00:00,24.15458550559591,37.14754883500164,27.11043561044501,9.656457928953401,33.770828964495486,38.96903308765394
2024-01-01 16:00:00,6.118319844893617,35.13721381122159,21.483807886774414,10.102810216485759,42.593666600335474,42.91759686913072
2024-01-01 17:00:00,3.6551345613474915,44.745126316826344,22.433455950525914,11.561690762780247,37.33703391799444,41.74684887027334
2024-01-01 18:00:00,10.444432649499236,37.406765083145814,13.143542881733527,9.713051306976174,53.940195844950644,40.402565462296835
2024-01-01 19:00:00,14.855015418072457,43.77409626699269,23.51182154368832,10.462804873952209,54.80313730825679,39.42923194697505
2024-01-01 20:00:00,8.126305153309671,43.69001659049119,25.588604306611234,14.405387784469934,56.826698653259506,54.613634636536794
2024-01-01 21:00:00,12.70519446720584,42.1895396844053,19.42542103694521,11.96194716789008,63.35750656846189,57.42580581326724
2024-01-01 22:00:00,24.656265971267977,55.705927126474265,22.05779517590177,11.252656738870261,68.57725854248737,55.94986454800891
2024-01-01 23:00:00,24.150212857994482,51.47608432730282,18.109925858267882,9.033278641916148,61.92578004805813,58.42939890815961
2024-01-02 00:00:00,28.841881565272757,45.42629594007216,16.695545140431385,10.560408853662219,73.97457670274993,54.66905626697189
2024-01-02 01:00:00,32.64481987186207,50.24023724990701,18.257405180723268,7.6797424762290545,71.93990043335705,57.63198268579087
2024-01-02 02:00:00,32.539545381341554,46.96560607456889,25.248137851316844,10.879723683651827,67.1758527763462,44.1590418143012
2024-01-02 03:00:00,42.97278056765561,57.6626999548611,24.74931678226921,11.123744990133297,69.43576028862051,45.80497219630208
2024-01-02 04:00:00,46.78124852290998,47.401613253615615,18.938420088897544,8.811039031367827,55.06963572037837,36.841032737066016
2024-01-02 05:00:00,54.99123864610878,41.4389686632261,27.4807479267969,9.35413308428657,55.440380939796654,40.52117447756621
2024-01-02 06:00:00,54.73456633961691,34.75627089927217,29.740280328643095,8.613553780931456,51.38259059797763,39.11136242016858
2024-01-02 07:00:00,42.12850753054725,33.56095919238789,31.61131377590913,7.3736053246271105,40.384236015836876,40.598198849076326
2024-01-02 08:00:00,43.74935666610823,37.026478323165776,28.12655792746087,10.154872516495148,39.959927989693156,38.62387227006511
2024-01-02 09:00:00,45.885533640366695,34.42764506722889,28.826128538788293,11.987380960296575,34.79726914751,42.19631238011289
2024-01-02 10:00:00,38.80427066519437,41.2186036671184,26.845639009046092,10.267313034896427,38.40518455424349,40.608126555864104
2024-01-02 11:00:00,40.14375843712051,21.623431910478686,24.769809273858815,15.092886304909403,22.520997069935703,42.14937063263642
2024-01-02 12:00:00,30.685252078156275,28.1079049536193,25.251890607870966,13.252299498034292,20.061502127288527,42.91048678199727
2024-01-02 13:00:00,27.231564430536267,33.757700809072965,25.648790289518498,11.743700500357953,27.447482096823908,34.073736483128826
2024-01-02 14:00:00,20.698176583825564,28.64401738315206,36.102615115070655,7.3232880575183055,40.222596047255465,43.206261935351364
2024-01-02 15:00:00,13.80472934285691,32.08681931989199,31.212632916820667,7.648286213613536,35.19915847708609,38.18655138505562
2024-01-02 16:00:00,11.990697477553958,39.54520295364343,20.481003151300797,8.50567832670945,43.17468834228669,46.11239365996502
2024-01-02 17:00:00,11.630838517464179,37.1473196921786,21.87420398570717,12.097993747038014,47.39697218043874,40.26752237638977
2024-01-02 18:00:00,7.364356499336136,38.180218394893124,22.545657881002352,8.834460610327426,46.209650399954896,38.52582392216622
2024-01-02 19:00:00,5.271886615832445,38.12198273037894,21.242241662432086,11.56410371608916,55.89246865080372,36.157184016251925
2024-01-02 20:00:00,10.58140038394374,46.54552972324985,25.596033414976645,12.206846059948283,60.419249280749256,55.48251707352255
2024-01-02 21:00:00,14.450482334153362,40.447904726084644,28.703511638061688,13.825547003215386,74.53275965940044,51.06365811791341
2024-01-02 22:00:00,16.94767534293478,57.68493739493903,19.85689392012975,13.06355849162612,68.05878198102941,46.10514475355028
